Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
-0.49634024202402466,-0.5921700376572488,-0.3793248360110454,-0.02458256032540112,-0.019022121661276977,0.12150179187058491,-0.021298300260466415,1.7223472448933017,-0.4394866502706678,2.141128346833473,3.0491557385932495,0.04636259689774536,-0.5337786557698999,-0.11963098529681866,0.3198396420870682,-0.06917753838962196,-0.13345042937817225,-0.34480686462917043,0.26554617242679524,-0.26797436413543374,-0.35506601500013946,-0.505357693470274,-0.38471491144374825,-0.255840417283071,-0.4450675005541433,-0.35758118752871165,-0.12438437114190373,0.3521450763333093,0.6566252113316534,0.2633897095694833,-0.06416646405908182,-0.19714065142492163,0.0,0.0,0.0,-0.019018228959009155,-0.01790308344409939,-0.12272680244588545,-0.08173368083915264,-0.4526616580332612,0.5370194732802049,0.3108207668886578,0.7818553291348725,0.22170115973108626,-0.0703701669177372,-0.19714065142492163,2.7475291664326855,1.273977440696646,-0.6863568359247757,-0.21417657589411856,0.0,2.747554687086353,0.7471053984369843,0.3262422241274973,2.141128346833473,-0.11963098529681866,0.0,0.0,0.0,0.0,0.0,0.0,-0.02458256032540112,0.12150179187058491,-0.019022121661276977,-0.021298300260466415,-0.04461975862536375,-0.44190843090489756,-0.289120831361199,0.6174727305077647,-0.08645580307321162,-0.07628177116113825,-0.10569952797758256,-0.06880965331316549,-0.38732880382923374,-0.08523088428710847,-0.39000700159916035,-0.38255729873094474,Malicious
-0.49634024202402466,-0.5921700376572488,-0.5169515849814023,-0.04108077412813087,-0.03176017269222503,-0.1978218044440797,-0.02219323367365344,-0.6645403341686756,-0.4394866502706678,-0.8199873738531694,-0.6309652752269892,-0.7119555712364554,-0.5337786557698999,-0.6531256401324542,-0.6354222850079005,-0.0692342800224646,0.30204958012855343,-0.37367847667975773,-0.2758471596507648,-0.4563661606155068,-0.35506585420151354,-0.5069929988965493,-0.3855147380039381,-0.2638990447522256,-0.4472094382175731,-0.35759452082996296,-0.3112758118258296,-0.2504805842826821,-0.2739518308031125,-0.26294199450890937,-0.06501738889661912,-0.19714065142492163,0.0,0.0,0.0,-0.038904251349257644,-0.03255017410193131,0.3300873442469618,-0.08175488125029366,-0.4526616580332612,-0.727576458159205,-0.6735175600548154,-0.7035596937538436,-0.4658612990912653,-0.0703701669177372,-0.19714065142492163,-0.36396337924898975,-0.7849432557088075,1.4569680779133365,-0.21417657589411856,0.0,-0.36395999857620726,-0.6831901973896688,-0.7439323442880658,-0.8199873738531694,-0.6531256401324542,0.0,0.0,0.0,0.0,0.0,0.0,-0.04108077412813087,-0.1978218044440797,-0.03176017269222503,-0.02219323367365344,-0.3979302138035407,-0.4516785953610464,-0.5253840746442475,0.6174727305077647,-0.08645580307321162,-0.07628177116113825,-0.10569952797758256,-0.06880965331316549,-0.38732880382923374,-0.08523088428710847,-0.39000700159916035,-0.38255729873094474,Malicious
-0.4733095080498942,1.5848465208403164,1.9409697067230582,-0.008084346522671374,-0.03176017269222503,1.2536490878953048,-0.02219323367365344,1.1437078317873677,17.29868710597904,8.153090567621504,-0.6309652752269892,-0.7119555712364554,-0.5337786557698999,-0.6531256401324542,-0.6354222850079005,-0.06922524545457404,-0.1334580904687496,0.34821930186490185,4.172600215125179,1.1415060983618264,-0.1942583039504036,1.9531036830971717,0.3369820538977424,3.657232197744124,1.1532483887358764,-0.19694342143841626,-0.3112758118258296,-0.2504805842826821,-0.2739518308031125,-0.26294199450890937,-0.06501738889661912,-0.19714065142492163,0.0,0.0,0.0,-0.03584486328921941,-0.03255017410193131,-0.12273061065554054,-0.08175488125029366,18.02676643108064,0.2304507626282268,3.525081938757004,-0.7035596937538436,-0.4658612990912653,-0.0703701669177372,-0.19714065142492163,-0.36396337924898975,-0.7849432557088075,-0.6863568359247757,-0.21417657589411856,0.0,-0.36395999857620726,-0.6831901973896688,3.989857215843696,8.153090567621504,-0.6531256401324542,0.0,0.0,0.0,0.0,0.0,0.0,-0.008084346522671374,1.2536490878953048,-0.03176017269222503,-0.02219323367365344,-0.516141595940041,-0.4516785953610464,0.6559321417709952,-1.4327397298110267,4.578926089312554,-0.07628177116113825,3.01331690556133,5.425139675834836,0.46548572298070273,9.55553597165434,1.277661226617762,-0.09469711748560176,Malicious
-0.49634024202402466,-0.5921700376572488,-0.37932453385144355,-0.02458256032540112,-0.019022121661276977,0.06102383802311055,-0.021314159839940616,1.2702852034042909,-0.4394866502706678,1.580310975491306,2.3521631223394164,0.03292404708270889,-0.5337786557698999,-0.1290853209521337,0.30291094970817006,-0.06918463792565832,-0.13345042939572901,-0.3448068012397846,0.2648028104371605,-0.26819773659123797,-0.35506605519979595,-0.5051960049831872,-0.38463576852891035,-0.25497327980194495,-0.444843347389408,-0.35758191041853854,-0.12438396082148077,0.35214639939879905,0.6566280946309588,0.26339118177158116,-0.06416741854571954,-0.19714065142492163,0.0,0.0,0.0,-0.019018228959009155,-0.01790308344409939,-0.122726802455013,-0.08173368088569816,-0.4526616580332612,0.29751266808334703,0.18766184825740415,0.5665128675805523,0.03679785899932949,-0.0703701669177372,-0.19714065142492163,2.7475291664326855,1.273977440696646,-0.6863568359247757,-0.21417657589411856,0.0,2.747554687086353,0.7471053984369843,0.19234360514090554,1.580310975491306,-0.1290853209521337,0.0,0.0,0.0,0.0,0.0,0.0,-0.02458256032540112,0.06102383802311055,-0.019022121661276977,-0.021314159839940616,-0.04461975862536375,-0.4419964504045025,-0.289120831361199,0.6174727305077647,-0.08645580307321162,-0.07628177116113825,-0.10569952797758256,-0.06880965331316549,-0.38732880382923374,-0.08523088428710847,-0.39000700159916035,-0.38255729873094474,Malicious
-0.49634024202402466,-0.5921700376572488,-0.5169410918025018,-0.032831667226766,-0.03176017269222503,-0.1978218044440797,-0.02219323367365344,-0.6645403341686756,-0.4394866502706678,-0.8199873738531694,-0.6309652752269892,-0.7119555712364554,-0.5337786557698999,-0.6531256401324542,-0.6354222850079005,-0.0692342800224646,-0.09635959612258213,-0.3736712358830921,-0.2757678307373185,-0.4563519667609897,-0.35506641699670427,-0.5069824964306306,-0.38550749119903416,-0.2638291194378987,-0.44719522139552814,-0.35759508307760607,-0.3112758118258296,-0.2504805842826821,-0.2739518308031125,-0.26294199450890937,-0.06501738889661912,-0.19714065142492163,0.0,0.0,0.0,-0.03125578119916207,-0.03255017410193131,-0.0841575487465418,-0.08175488125029366,-0.4526616580332612,-0.727576458159205,-0.6735175600548154,-0.7035596937538436,-0.4658612990912653,-0.0703701669177372,-0.19714065142492163,-0.36396337924898975,-0.7849432557088075,1.4569680779133365,-0.21417657589411856,0.0,-0.36395999857620726,-0.6831901973896688,-0.7439323442880658,-0.8199873738531694,-0.6531256401324542,0.0,0.0,0.0,0.0,0.0,0.0,-0.032831667226766,-0.1978218044440797,-0.03176017269222503,-0.02219323367365344,-0.3979302138035407,-0.4516785953610464,-0.5253840746442475,0.6174727305077647,-0.08645580307321162,-0.07628177116113825,-0.10569952797758256,-0.06880965331316549,-0.38732880382923374,-0.08523088428710847,-0.39000700159916035,-0.38255729873094474,Malicious
-0.49634024202402466,-0.5921700376572488,-0.3794487489168573,-0.01633345342403625,-0.02220663441901399,0.11472826103966778,-0.021368535540995017,1.6717162962465324,-0.4394866502706678,1.4986559662238863,2.5908132011391096,-0.013150980854558998,-0.5337786557698999,0.0023749653025432484,0.38105136559844854,-0.0691799096964828,-0.13345042217164982,-0.34483286004004077,0.2639714292900264,-0.2684717198419689,-0.35506605519979595,-0.36936846555254693,-0.334992325520354,0.36411330534702463,-0.2590109594671413,-0.3575806654416145,-0.3111531260193651,-0.24988718940944757,-0.2736704695088069,-0.26270412871281484,-0.06452726000814418,-0.19714065142492163,0.0,0.0,0.0,-0.011369758808913584,-0.02108723358710633,-0.1227257584155038,-0.08173896661318247,-0.4526616580332612,0.5101947110981568,0.26883477190053956,0.7310094695839872,0.17543615347916688,-0.0703701669177372,-0.19714065142492163,2.7475291664326855,1.273977440696646,-0.6863568359247757,-0.21417657589411856,0.0,2.747554687086353,-0.6831901973896688,0.2805949676547956,1.4986559662238863,0.0023749653025432484,0.0,0.0,0.0,0.0,0.0,0.0,-0.01633345342403625,0.11472826103966778,-0.02220663441901399,-0.021368535540995017,-0.04461975862536375,-0.44190843090489756,-0.289120831361199,0.6174727305077647,-0.08645580307321162,-0.07628177116113825,-0.10569952797758256,-0.06880965331316549,-0.38732880382923374,-0.08523088428710847,-0.39000700159916035,-0.38255729873094474,Malicious
-0.4733095080498942,1.5848465208403164,1.9409679761726113,-0.008084346522671374,-0.03176017269222503,1.2536490878953048,-0.02219323367365344,1.1437078317873677,17.29868710597904,8.153090567621504,-0.6309652752269892,-0.7119555712364554,-0.5337786557698999,-0.6531256401324542,-0.6354222850079005,-0.06922524544821305,-0.1334580904685127,0.3482187935972807,4.172596302577827,1.1415035487954652,-0.19425914814318973,1.953101951015096,0.33698154520837303,3.6572287489876554,1.153245835043981,-0.19694426480988095,-0.3112758118258296,-0.2504805842826821,-0.2739518308031125,-0.26294199450890937,-0.06501738889661912,-0.19714065142492163,0.0,0.0,0.0,-0.03584486328921941,-0.03255017410193131,-0.12273061065529424,-0.08175488125029366,18.02676643108064,0.2304507626282268,3.525081938757004,-0.7035596937538436,-0.4658612990912653,-0.0703701669177372,-0.19714065142492163,-0.36396337924898975,-0.7849432557088075,-0.6863568359247757,-0.21417657589411856,0.0,-0.36395999857620726,-0.6831901973896688,3.989857215843696,8.153090567621504,-0.6531256401324542,0.0,0.0,0.0,0.0,0.0,0.0,-0.008084346522671374,1.2536490878953048,-0.03176017269222503,-0.02219323367365344,-0.516141595940041,-0.4516785953610464,0.6559321417709952,-1.4327397298110267,4.5789015975577385,-0.07628177116113825,3.013300531727951,5.4251108343673975,0.4654853039534275,9.555522562905157,1.2776585656863495,-0.09469427900747665,Malicious
-0.49634024202402466,-0.5921700376572488,1.0515011682521234,1.6169897130462088,0.2994291541124245,26.936458880579153,0.4080612978819284,1.7946771715315435,-0.4394866502706678,4.1380139088240755,2.622027337835125,3.0028435562057685,-0.5337786557698999,9.211746359600024,0.9141401118176115,-0.06807338489345609,-0.13343149827753603,-0.366152292543358,-0.17057876687339832,-0.4175718827605569,-0.35506581400185705,1.062787102618798,-0.3741041904950203,-0.15767572396371016,-0.4083523861064743,-0.35757909918032293,1.818618946039059,-0.05044816691639545,-0.13301282635010425,-0.1554615668953661,-0.06499639019058903,-0.19714065142492163,0.0,0.0,0.0,1.5030273309100095,0.30051193085659456,-0.12271244627446239,-0.0817065140599202,-0.4526616580332612,2.979988886288156,6.032954493936529,4.173131179593256,6.944971014935263,-0.0703701669177372,-0.19714065142492163,2.7475291664326855,1.273977440696646,-0.6863568359247757,-0.21417657589411856,0.0,2.747554687086353,-0.6831901973896688,5.7583252196315104,4.1380139088240755,9.211746359600024,0.0,0.0,0.0,0.0,0.0,0.0,1.6169897130462088,26.936458880579153,0.2994291541124245,0.4080612978819284,-0.04461975862536375,-0.39525809611427715,23.337203496943655,0.6174727305077647,-0.08645580307321162,-0.07628177116113825,-0.10569952797758256,-0.06880965331316549,-0.38732880382923374,-0.08523088428710847,-0.39000700159916035,-0.38255729873094474,Malicious
-0.49634024202402466,-0.5921700376572488,-0.51693694397524,-0.032831667226766,-0.03176017269222503,-0.1978218044440797,-0.02219323367365344,-0.6645403341686756,-0.4394866502706678,-0.8199873738531694,-0.6309652752269892,-0.7119555712364554,-0.5337786557698999,-0.6531256401324542,-0.6354222850079005,-0.0692342800224646,-0.10643499784337696,-0.37366819031123555,-0.27575327685397305,-0.456347742852541,-0.355064809010445,-0.5069783449323225,-0.3855044431000355,-0.2638162907626605,-0.44719099065223866,-0.35759347665576857,-0.3112758118258296,-0.2504805842826821,-0.2739518308031125,-0.26294199450890937,-0.06501738889661912,-0.19714065142492163,0.0,0.0,0.0,-0.03125578119916207,-0.03255017410193131,-0.09463342118243757,-0.08175488125029366,-0.4526616580332612,-0.727576458159205,-0.6735175600548154,-0.7035596937538436,-0.4658612990912653,-0.0703701669177372,-0.19714065142492163,-0.36396337924898975,-0.7849432557088075,1.4569680779133365,-0.21417657589411856,0.0,-0.36395999857620726,-0.6831901973896688,-0.7439323442880658,-0.8199873738531694,-0.6531256401324542,0.0,0.0,0.0,0.0,0.0,0.0,-0.032831667226766,-0.1978218044440797,-0.03176017269222503,-0.02219323367365344,-0.3979302138035407,-0.4516785953610464,-0.5253840746442475,0.6174727305077647,-0.08645580307321162,-0.07628177116113825,-0.10569952797758256,-0.06880965331316549,-0.38732880382923374,-0.08523088428710847,-0.39000700159916035,-0.38255729873094474,Malicious
-0.49634024202402466,-0.5921700376572488,-0.37957417262067844,-0.01633345342403625,-0.02220663441901399,0.11472826103966778,-0.021368535540995017,1.6717162962465324,-0.4394866502706678,1.4986559662238863,2.5908132011391096,-0.013150980854558998,-0.5337786557698999,0.0023749653025432484,0.38105136559844854,-0.069179860057345,-0.13345041486402348,-0.3448591723978403,0.2640341975975852,-0.2684760579101055,-0.35506605519979595,-0.36949400026297685,-0.3350384103548826,0.3642813999741923,-0.25901530455484406,-0.35757934014359855,-0.3111512236246769,-0.249877988090343,-0.273726741767668,-0.2627144341274998,-0.0644561507536332,-0.19714065142492163,0.0,0.0,0.0,-0.011369758808913584,-0.02108723358710633,-0.12272575366670056,-0.08173895208340479,-0.4526616580332612,0.5101947110981568,0.26883477190053956,0.7310094695839872,0.17543615347916688,-0.0703701669177372,-0.19714065142492163,2.7475291664326855,1.273977440696646,-0.6863568359247757,-0.21417657589411856,0.0,2.747554687086353,-0.6831901973896688,0.2805949676547956,1.4986559662238863,0.0023749653025432484,0.0,0.0,0.0,0.0,0.0,0.0,-0.01633345342403625,0.11472826103966778,-0.02220663441901399,-0.021368535540995017,-0.04461975862536375,-0.44190843090489756,-0.289120831361199,0.6174727305077647,-0.08645580307321162,-0.07628177116113825,-0.10569952797758256,-0.06880965331316549,-0.38732880382923374,-0.08523088428710847,-0.39000700159916035,-0.38255729873094474,Malicious
